saccver,sname,staxonomy,sstrain,typestrain
NR_117201.1,Listeria weihenstephanensis,Bacteria; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria. REFERENCE   ,WS 4560,True
NR_117200.1,Psychroflexus gondwanensis,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus,DSM 5423,True
NR_117198.1,Alkaliflexus imshenetskii,Bacteria; Bacteroidota; Bacteroidia; Marinilabiliales; Marinilabiliaceae; Alkaliflexus,Z-7010,True
NR_117197.1,Ruegeria intermedia,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria,CC-GIMAT-2,True
NR_117196.1,Paenibacillus chartarius,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,CCUG 55240,True
NR_117193.1,Acinetobacter tjernbergiae,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter,DSM 14971,True
NR_117192.1,Hassalia antarctica,Bacteria; Cyanobacteriota; Cyanophyceae; Nostocales; Tolypothrichaceae; Hassalia,CCALA 957,True
NR_117191.1,Hassalia andreassenii,Bacteria; Cyanobacteriota; Cyanophyceae; Nostocales; Tolypothrichaceae; Hassalia,CCALA 954,True
NR_117190.1,Calothrix elsteri,Bacteria; Cyanobacteriota; Cyanophyceae; Nostocales; Calotrichaceae; Calothrix,CCALA 953,True
NR_117189.1,Moraxella lincolnii,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,CCUG 9405,True
NR_117188.1,Brevundimonas diminuta,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas,ATCC 11568,True
NR_117182.1,Acidicapsa borealis,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Acidicapsa,KA1,True
NR_117180.1,Massilia oculi,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia group; Massilia,CCUG 43427A,True
NR_117179.1,Hippea alviniae,Bacteria; Campylobacterota; Desulfurellia; Desulfurellales; Desulfurellaceae; Hippea,EP5-r,True
NR_117177.1,Pseudomonas frederiksbergensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,DSM 13022,True
NR_117176.1,Kineosporia rhizophila,Bacteria; Actinomycetota; Actinomycetes; Kineosporiales; Kineosporiaceae; Kineosporia,DSM 44389,True
NR_117175.1,Kineosporia rhizophila,Bacteria; Actinomycetota; Actinomycetes; Kineosporiales; Kineosporiaceae; Kineosporia,DSM 44389,True
NR_117174.1,[Eubacterium] tenue,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Paeniclostridium,DSM 20695,True
NR_117173.1,Caldicoprobacter faecalis,Bacteria; Bacillota; Clostridia; Eubacteriales; Caldicoprobacteraceae; Caldicoprobacter,DSM 20678,True
NR_117172.1,Caldicoprobacter faecalis,Bacteria; Bacillota; Clostridia; Eubacteriales; Caldicoprobacteraceae; Caldicoprobacter,DSM 20678,True
NR_117171.1,Caldicoprobacter faecalis,Bacteria; Bacillota; Clostridia; Eubacteriales; Caldicoprobacteraceae; Caldicoprobacter,DSM 20678,True
NR_117169.1,Thermosinus carboxydivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Thermosinus,DSM 14886,True
NR_117168.1,Thermosinus carboxydivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Thermosinus,DSM 14886,True
NR_117167.1,Thermosinus carboxydivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Thermosinus,DSM 14886,True
NR_117166.1,Thermosinus carboxydivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Thermosinus,DSM 14886,True
NR_117165.1,Ruminiclostridium hungatei,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminiclostridium,DSM 14427,True
NR_117164.1,Ruminiclostridium hungatei,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminiclostridium,DSM 14427,True
NR_117163.1,Ruminiclostridium hungatei,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminiclostridium,DSM 14427,True
NR_117162.1,Ruminiclostridium hungatei,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminiclostridium,DSM 14427,True
NR_117161.1,Thermohydrogenium kirishiense,Bacteria; Bacillota; Clostridia; Eubacteriales; Syntrophomonadaceae; Thermohydrogenium,DSM 11055,True
NR_117160.1,Thermohydrogenium kirishiense,Bacteria; Bacillota; Clostridia; Eubacteriales; Syntrophomonadaceae; Thermohydrogenium,DSM 11055,True
NR_117159.1,Arcanobacterium phocae,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Arcanobacterium,DSM 10002,True
NR_117158.1,Arcanobacterium phocae,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Arcanobacterium,DSM 10002,True
NR_117156.1,Parageobacillus thermantarcticus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Parageobacillus,DSM 9572,True
NR_117155.1,Tissierella creatinini,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella,DSM 9508,True
NR_117154.1,[Clostridium] thermoalcaliphilum,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae,DSM 7309,True
NR_117153.1,[Clostridium] thermoalcaliphilum,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae,DSM 7309,True
NR_117152.1,Thermus filiformis,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus. REFERENCE   ,DSM 4687,True
NR_117151.1,Thermus filiformis,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus. REFERENCE   ,DSM 4687,True
NR_117150.1,Thermus filiformis,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus. REFERENCE   ,DSM 4687,True
NR_117147.1,Faecalicatena contorta,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 3982,True
NR_117146.1,Xanthomonas citri,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas,DSM 3849,True
NR_117145.1,Xanthomonas citri,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas,DSM 3849,True
NR_117144.1,Sporomusa paucivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Sporomusa,DSM 3697,True
NR_117143.1,Sporomusa paucivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Sporomusa,DSM 3697,True
NR_117142.1,Faecalicatena fissicatena,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 3598,True
NR_117141.1,Faecalicatena fissicatena,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 3598,True
NR_117140.1,Faecalicatena fissicatena,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 3598,True
NR_117137.1,Spirochaeta isovalerica,Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Spirochaeta,DSM 2461,True
NR_117131.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117130.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117129.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117128.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117127.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117126.1,Faecalicatena orotica,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Faecalicatena,DSM 1287,True
NR_117125.1,Thioalkalivibrio versutus,Bacteria; Pseudomonadota; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio,DSM 13738,True
NR_117124.1,Natroniella acetigena,Bacteria; Bacillota; Clostridia; Halanaerobiales; Halobacteroidaceae; Natroniella,DSM 9952,True
NR_117123.1,Spirochaeta thermophila,Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Spirochaeta,DSM 6578,True
NR_117122.1,Desulfovibrio giganteus,Bacteria; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio,DSM 4123,True
NR_117121.1,Gottschalkia purinilytica,Bacteria; Bacillota; Tissierellia; Tissierellales; Gottschalkiaceae; Gottschalkia,DSM 1384,True
NR_117119.1,Glaciecola pallidula,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Glaciecola,DSM 14239,True
NR_117117.1,Afifella pfennigii,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Afifellaceae; Afifella,DSM 17143,True
NR_117116.1,Shewanella sediminis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,DSM 17055,True
NR_117115.1,Pseudodesulfovibrio profundus,Bacteria; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae,DSM 11384,True
NR_117113.1,Clostridium ljungdahlii,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,DSM 13528,True
NR_117111.1,Ruminiclostridium cellobioparum,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Ruminiclostridium,DSM 5398,True
NR_117110.1,Desulfovibrio simplex,Bacteria; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio,DSM 4141,True
NR_117109.1,Desulfobacter hydrogenophilus,Bacteria; Thermodesulfobacteriota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfobacter,DSM 3380,True
NR_117108.1,Desulfobotulus sapovorans,Bacteria; Thermodesulfobacteriota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfobotulus,DSM 2055,True
NR_117107.1,Nocardia grenadensis,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,GW5-5797,True
NR_117105.1,Arcobacter ellisii,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter,F79-6,True
NR_117104.1,Salimicrobium salexigens,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Salimicrobium,29CMI,True
NR_117080.1,Paenibacillus anaericanus,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,LMG 23406,True
NR_117077.1,Methyloferula stellata,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Beijerinckiaceae; Methyloferula,AR4,True
NR_117076.1,Lactobacillus delbrueckii,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,DSM 20072,True
NR_117075.1,Lactobacillus delbrueckii,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,ATCC 11842,True
NR_117074.1,Lactobacillus delbrueckii,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,NCIB 8130,True
NR_117073.1,Lactobacillus acetotolerans,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,JCM 3825,True
NR_117070.1,Lactobacillus kalixensis,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CCUG 48459,True
NR_117069.1,Lactobacillus amylolyticus,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CCUG 39901,True
NR_117068.1,Lactobacillus hamsteri,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,JCM 6256,True
NR_117067.1,Lactobacillus kefiranofaciens,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,JCM 8572,True
NR_117066.1,Lactobacillus kefiranofaciens,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,ATCC 43761,True
NR_117065.1,Lactobacillus ultunensis,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CCUG 48460,True
NR_117064.1,Lactobacillus amylovorus,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,DSM 20531,True
NR_117063.1,Lactobacillus crispatus,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,DSM 20584,True
NR_117061.1,Lactobacillus gallinarum,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,ATCC 33199,True
NR_117060.1,Lactobacillus helveticus,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,DSM 20075,True
NR_117058.1,Lactobacillus pasteurii,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,1517,True
NR_117057.1,Lactobacillus gigeriorum,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CRBIP 24.85,True
NR_117052.1,Bryocella elongata,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Bryocella,SN10,True
NR_117048.1,Rhodomicrobium udaipurense,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Rhodomicrobium,JA643,True
NR_117046.1,Microbacterium arthrosphaerae,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,CC-VM-Y,True
NR_117044.1,Pseudokineococcus lusitanus,Bacteria; Actinomycetota; Actinomycetes; Kineosporiales; Kineosporiaceae; Pseudokineococcus,T2A-S27,True
NR_117043.1,Enterococcus rivorum,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,S299,True
NR_117040.1,Massilia consociata,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia group; Massilia,CCUG 58010,True
NR_117036.1,Acidithiobacillus ferridurans,Bacteria; Pseudomonadota; Acidithiobacillia; Acidithiobacillales; Acidithiobacillaceae; Acidithiobacillus,ATCC 33020,True
NR_117035.1,Paenibacillus anaericanus,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,KCTC 13931,True
NR_117034.1,Paenibacillus anaericanus,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,DSM 15890,True
NR_117032.1,Pseudarthrobacter equi,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Pseudarthrobacter,IMMIB L-1606,True
NR_117027.1,Rhodomicrobium vannielii,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Rhodomicrobium,DSM 162,True
NR_117026.1,Hydrotalea flava,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Hydrotalea,CCUG 51397,True
NR_117021.1,Kribbella swartbergensis,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae; Kribbella,DSM 17345,True
NR_117020.1,Kribbella karoonensis,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae; Kribbella,DSM 17344,True
NR_117019.1,Blastococcus saxobsidens,Bacteria; Actinomycetota; Actinomycetes; Geodermatophilales; Geodermatophilaceae; Blastococcus,BC444,True
NR_117018.1,Cupriavidus oxalaticus,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus,CCUG 2086,True
NR_117016.1,Ornithinibacillus contaminans,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Ornithinibacillus,CCUG 53201,True
NR_117013.1,Arcanobacterium phocae,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Arcanobacterium,DSM 10002,True
NR_117012.1,Paenibacillus uliginis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,N3/975,True
NR_117008.1,Chryseobacterium culicis,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Chryseobacterium,R4-1A,True
NR_117007.1,Euzebyella saccharophila,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Euzebyella,7SM30,True
NR_117006.1,Staphylococcus capitis,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,ATCC 27840,True
NR_117005.1,Auritidibacter ignavus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Auritidibacter,IMMIB L-1656,True
NR_117000.1,Erwinia aphidicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,LMG 24877,True
NR_116999.1,Cronobacter condimenti,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter,1330,True
NR_116997.1,Halomonas titanicae,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas,BH1,True
NR_116995.1,Herbiconiux solani,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Herbiconiux,K134/01,True
NR_116994.1,Cupriavidus pampae,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus,CPDB6,True
NR_116988.1,Geobacillus jurassicus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Geobacillus. REFERENCE   ,R-35651,True
NR_116984.1,Parageobacillus toebii,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Parageobacillus,R-35642,True
NR_116982.1,Fontibacter flavus,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Fontibacter,CC-GZM-130,True
NR_116980.1,Streptomyces youssoufiensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,X4,True
NR_116977.1,Chryseobacterium arthrosphaerae,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Chryseobacterium,CC-VM-7,True
NR_116976.1,Parahaliea mediterranea,Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Halieaceae; Parahaliea,7SM29,True
NR_116974.1,Cesiribacter andamanensis,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cesiribacteraceae; Cesiribacter,AMV16,True
NR_116973.1,Paenibacillus sputi,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,KIT 00200-70066-1,True
NR_116970.1,Phaeovibrio sulfidiphilus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Phaeovibrio,JA480,True
NR_116967.1,Paenalcaligenes hominis,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Paenalcaligenes,CCUG 53761,True
NR_116962.1,Winogradskyella psychrotolerans,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Winogradskyella,RS-3,True
NR_116961.1,Cyclobacterium qasimii,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Cyclobacterium,M12-11B,True
NR_116959.1,Georgenia soli,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Bogoriellaceae; Georgenia,CC-NMPT-T3,True
NR_116958.1,Dysgonomonas hofstadii,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Dysgonomonas,MX 1040,True
NR_116956.1,Sporosarcina thermotolerans,Bacteria; Bacillota; Bacilli; Bacillales; Planococcaceae; Sporosarcina,CCUG 53480,True
NR_116955.1,Sporosarcina contaminans,Bacteria; Bacillota; Bacilli; Bacillales; Planococcaceae; Sporosarcina,CCUG 53915,True
NR_116954.1,Lutibaculum baratangense,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Tepidamorphaceae; Lutibaculum,AMV1,True
NR_116953.1,Corynebacterium pilbarense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,IMMIB WACC-658,True
NR_116952.1,Rhodothalassium salexigens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodothalassiales; Rhodothalassiaceae; Rhodothalassium,DSM 2132,True
NR_116948.1,Thiorhodococcus minor,Bacteria; Pseudomonadota; Gammaproteobacteria; Chromatiales; Chromatiaceae; Thiorhodococcus,DSM 11518,True
NR_116947.1,Halomonas cupida,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas,DSM 4740,True
NR_116945.1,Halomonas halophila,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas,DSM 4770,True
NR_116944.1,Francisella hispaniensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella,FSC454,True
NR_116942.1,Saccharopolyspora hordei,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora,DSM 44065,True
NR_116941.1,Meiothermus rufus,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Meiothermus,CAL-4,True
NR_116940.1,Atopobium minutum,Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Atopobium,DSM 20586,True
NR_116939.1,Olsenella profusa,Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Olsenella,CCUG 45371,True
NR_116938.1,Olsenella profusa,Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Olsenella,DSM 13989,True
NR_116937.1,Olsenella uli,Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Olsenella,DSM 7084,True
NR_116931.1,Kytococcus aerolatus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Kytococcaceae; Kytococcus,02-St-019/1,True
